,id,carat,depth,table,cut_c,color_c,clarity_c
6351,6351,2.04,61.9,60.0,1,6,2
6352,6352,1.16,62.1,58.0,3,1,1
6353,6353,0.32,61.5,56.0,4,4,6
6354,6354,0.71,59.5,57.0,4,5,1
6355,6355,0.72,61.7,56.0,3,2,3
6356,6356,0.36,61.5,55.0,4,3,5
6357,6357,0.31,61.9,57.0,4,6,2
6358,6358,1.0,65.7,61.0,0,4,1
6359,6359,0.52,60.9,55.0,4,3,4
6360,6360,2.09,60.9,58.0,3,2,1
6361,6361,0.41,62.0,57.0,3,5,4
6362,6362,0.31,62.0,56.0,2,4,4
6363,6363,0.41,62.4,57.0,4,3,4
6364,6364,1.01,60.2,60.0,2,2,3
6365,6365,0.23,64.3,59.0,1,5,4
6366,6366,0.34,61.8,55.0,4,1,4
6367,6367,1.2,61.8,60.0,2,0,1
6368,6368,1.51,60.2,59.0,2,0,3
6369,6369,0.7,62.7,54.0,4,4,6
6370,6370,0.41,59.3,58.0,3,6,4
6371,6371,0.76,62.5,59.0,3,4,2
6372,6372,0.79,61.3,56.0,4,4,2
6373,6373,1.13,56.5,62.0,1,4,1
6374,6374,0.35,60.7,59.0,3,5,2
6375,6375,1.22,62.1,58.0,2,3,2
6376,6376,0.62,63.0,59.0,3,4,2
6377,6377,0.23,61.3,59.0,3,3,6
6378,6378,0.4,62.4,56.0,4,3,5
6379,6379,1.15,62.9,57.0,2,0,3
6380,6380,0.31,63.4,55.0,1,5,3
6381,6381,1.08,62.0,60.0,3,3,4
6382,6382,0.3,62.3,58.0,3,2,6
6383,6383,1.52,62.0,59.0,3,0,3
6384,6384,1.06,61.6,57.0,4,3,6
6385,6385,1.5,61.3,57.0,4,2,2
6386,6386,1.18,60.1,59.0,2,2,2
6387,6387,0.3,60.6,60.0,3,3,3
6388,6388,0.37,61.1,56.0,4,4,5
6389,6389,0.58,63.3,55.0,2,2,6
6390,6390,1.63,59.8,56.0,1,4,2
6391,6391,3.01,62.2,56.0,3,4,0
6392,6392,0.28,62.9,52.0,3,5,6
6393,6393,1.02,62.3,59.0,3,3,2
6394,6394,0.33,61.9,54.0,4,5,3
6395,6395,0.54,61.1,59.0,3,3,4
6396,6396,0.83,58.6,61.0,3,2,2
6397,6397,0.64,63.4,54.0,2,5,3
6398,6398,0.71,60.4,61.0,2,3,3
6399,6399,0.9,62.3,59.0,2,2,6
6400,6400,0.37,62.4,56.0,4,6,5
6401,6401,0.3,62.0,55.0,2,6,4
6402,6402,0.4,63.8,54.0,1,6,1
6403,6403,0.54,61.6,53.0,4,1,7
6404,6404,0.3,61.8,54.0,4,3,5
6405,6405,1.07,61.8,57.0,4,6,4
6406,6406,0.32,61.3,56.0,4,6,3
6407,6407,1.04,61.1,59.0,3,5,3
6408,6408,1.52,61.1,58.0,3,1,4
6409,6409,0.32,62.1,55.0,4,2,4
6410,6410,1.05,60.4,57.0,3,4,1
6411,6411,0.4,61.3,56.0,4,6,5
6412,6412,0.54,61.2,55.0,2,4,2
6413,6413,1.0,62.2,58.0,3,6,2
6414,6414,1.5,62.0,55.0,4,5,2
6415,6415,2.1,58.3,54.0,3,0,3
6416,6416,1.14,62.3,56.0,4,2,2
6417,6417,0.7,62.0,61.0,2,3,2
6418,6418,0.9,63.4,60.0,2,2,1
6419,6419,1.5,63.4,59.0,1,6,1
6420,6420,0.57,61.0,54.0,4,5,3
6421,6421,0.62,60.7,58.0,3,5,1
6422,6422,2.31,59.7,60.0,2,0,3
6423,6423,0.3,61.5,57.0,4,2,5
6424,6424,0.38,58.1,58.0,3,5,2
6425,6425,1.1,61.9,57.0,2,3,3
6426,6426,0.33,61.5,56.0,4,2,4
6427,6427,0.26,62.9,54.0,2,2,4
6428,6428,0.67,63.2,60.0,2,4,3
6429,6429,0.9,62.9,55.0,2,0,1
6430,6430,0.41,62.7,56.0,4,3,3
6431,6431,0.7,61.7,55.0,4,5,3
6432,6432,1.01,64.3,59.0,1,5,2
6433,6433,0.3,62.3,56.0,4,3,4
6434,6434,1.5,62.9,57.0,2,2,2
6435,6435,1.03,61.0,58.0,2,3,3
6436,6436,1.7,60.6,58.0,3,4,4
6437,6437,2.01,63.2,58.0,2,2,3
6438,6438,0.38,62.5,56.0,4,3,4
6439,6439,0.32,63.8,59.0,1,4,2
6440,6440,0.32,62.3,57.0,2,0,2
6441,6441,1.7,62.9,59.0,3,1,1
6442,6442,1.02,60.3,58.0,2,5,5
6443,6443,1.63,61.7,55.0,4,3,4
6444,6444,1.52,62.3,59.0,3,4,1
6445,6445,1.2,60.8,59.0,3,2,1
6446,6446,0.32,62.1,55.0,3,3,4
6447,6447,0.4,62.1,53.0,4,5,1
6448,6448,0.71,61.2,56.0,4,4,3
6449,6449,1.12,59.5,62.0,2,3,2
6450,6450,0.41,61.7,54.0,4,3,2
6451,6451,0.37,60.5,59.0,3,6,3
6452,6452,0.53,57.5,64.0,2,6,5
6453,6453,1.15,61.6,55.0,4,3,3
6454,6454,0.9,62.5,58.0,2,6,1
6455,6455,1.04,62.2,55.0,4,3,6
6456,6456,0.7,57.1,64.0,0,4,1
6457,6457,0.71,59.5,57.0,4,5,3
6458,6458,1.51,62.6,57.0,4,4,5
6459,6459,1.57,62.7,55.0,4,3,3
6460,6460,2.01,60.8,59.0,2,5,2
6461,6461,1.52,59.8,57.0,2,2,4
6462,6462,0.31,63.5,55.0,1,6,2
6463,6463,0.73,63.4,55.0,1,4,1
6464,6464,0.78,61.5,57.0,4,1,4
6465,6465,0.3,62.0,56.0,4,6,2
6466,6466,0.32,62.3,54.0,4,3,4
6467,6467,0.82,63.3,56.0,2,5,1
6468,6468,0.31,61.2,56.0,2,2,6
6469,6469,1.09,62.3,59.0,3,0,2
6470,6470,2.0,64.8,58.0,0,6,2
6471,6471,0.31,60.5,63.0,2,2,3
6472,6472,0.57,63.1,54.0,1,2,2
6473,6473,0.36,60.4,60.0,3,1,2
6474,6474,1.5,62.7,58.0,2,0,2
6475,6475,1.3,62.0,58.0,3,4,4
6476,6476,1.12,60.7,53.0,3,3,3
6477,6477,1.01,56.8,66.0,0,5,1
6478,6478,0.7,61.1,56.0,4,4,1
6479,6479,0.51,58.0,62.0,2,0,3
6480,6480,0.42,61.5,55.0,4,5,2
6481,6481,1.01,62.2,58.0,4,2,2
6482,6482,0.31,59.0,59.0,1,5,6
6483,6483,0.3,63.7,55.0,1,2,5
6484,6484,0.3,61.6,57.0,4,3,3
6485,6485,0.33,61.6,56.0,4,5,6
6486,6486,0.34,62.9,55.0,4,5,2
6487,6487,0.39,57.8,59.0,2,0,6
6488,6488,0.32,60.8,59.0,3,3,5
6489,6489,0.71,63.0,59.0,1,4,3
6490,6490,0.23,56.2,60.0,1,3,6
6491,6491,0.29,62.1,55.0,4,2,6
6492,6492,0.83,62.0,57.0,4,4,4
6493,6493,0.4,61.4,55.0,4,3,7
6494,6494,1.62,64.2,62.0,1,0,1
6495,6495,1.0,62.6,57.0,2,1,1
6496,6496,0.32,61.4,56.0,4,6,4
6497,6497,0.3,61.4,60.0,3,4,3
6498,6498,0.37,62.5,58.0,3,4,2
6499,6499,1.07,61.8,58.0,4,5,3
6500,6500,0.41,61.5,57.0,4,6,3
6501,6501,1.27,58.8,56.0,4,3,1
6502,6502,0.9,65.3,61.0,0,1,2
6503,6503,1.51,63.8,57.0,1,1,2
6504,6504,0.3,62.3,54.1,4,5,5
6505,6505,1.29,61.4,61.0,4,4,2
6506,6506,0.41,62.4,56.0,3,4,3
6507,6507,0.51,63.2,57.0,2,3,1
6508,6508,1.51,63.4,58.0,2,4,1
6509,6509,0.6,63.1,57.0,2,3,2
6510,6510,1.13,61.7,57.0,4,1,1
6511,6511,1.01,62.2,58.0,2,5,1
6512,6512,1.21,60.6,56.0,4,1,1
6513,6513,1.51,61.6,56.0,4,3,4
6514,6514,0.55,61.2,57.0,4,5,4
6515,6515,1.0,62.9,57.0,3,6,3
6516,6516,1.0,63.8,58.0,1,4,2
6517,6517,0.84,62.4,60.0,3,5,3
6518,6518,0.91,59.5,62.0,3,1,4
6519,6519,0.9,62.4,55.0,4,3,2
6520,6520,1.5,59.0,58.0,1,3,3
6521,6521,1.21,62.0,56.0,4,3,5
6522,6522,0.26,60.4,58.0,2,5,3
6523,6523,1.02,63.1,59.0,2,3,5
6524,6524,0.36,62.4,53.0,4,2,2
6525,6525,0.5,60.9,57.0,4,4,3
6526,6526,0.76,62.0,54.7,4,3,6
6527,6527,0.53,61.6,55.0,4,3,1
6528,6528,2.07,63.1,57.0,2,1,1
6529,6529,0.42,61.3,56.0,4,5,3
6530,6530,0.5,60.1,61.0,3,5,3
6531,6531,0.33,60.2,57.0,4,2,4
6532,6532,0.5,62.3,64.0,1,3,1
6533,6533,0.37,60.7,60.0,4,1,2
6534,6534,1.06,62.2,58.0,2,2,2
6535,6535,0.4,62.4,57.0,4,2,5
6536,6536,0.9,62.3,58.0,2,2,2
6537,6537,1.0,61.9,61.0,2,5,5
6538,6538,0.32,60.3,57.0,4,6,4
6539,6539,0.73,60.0,58.0,3,6,4
6540,6540,0.36,62.5,57.0,4,4,4
6541,6541,0.61,62.0,55.0,4,1,6
6542,6542,1.01,60.8,57.0,2,6,2
6543,6543,0.24,61.6,56.0,4,5,5
6544,6544,0.3,61.9,59.0,3,5,5
6545,6545,0.3,60.1,62.0,2,3,2
6546,6546,0.3,61.0,57.0,2,4,6
6547,6547,0.46,62.2,55.0,4,1,7
6548,6548,1.0,61.5,64.0,1,5,1
6549,6549,0.31,61.7,56.0,4,3,7
6550,6550,1.51,62.3,56.0,4,2,2
6551,6551,1.1,58.9,63.0,2,4,2
6552,6552,0.31,61.2,59.0,3,3,4
6553,6553,0.38,61.5,56.0,4,6,5
6554,6554,0.32,62.4,54.0,4,4,3
6555,6555,1.01,63.3,58.0,2,5,1
6556,6556,1.13,61.6,55.0,4,2,4
6557,6557,1.0,61.1,57.0,4,0,4
6558,6558,0.7,65.0,56.0,0,2,3
6559,6559,0.53,62.1,56.0,4,4,5
6560,6560,0.24,61.4,58.0,2,6,4
6561,6561,0.41,62.9,55.0,2,2,2
6562,6562,0.88,61.1,58.0,3,3,3
6563,6563,1.08,61.6,57.0,4,6,1
6564,6564,0.41,60.5,58.0,3,2,2
6565,6565,1.45,64.8,67.0,0,4,0
6566,6566,1.2,60.3,59.0,3,0,3
6567,6567,0.32,61.2,57.0,4,4,5
6568,6568,1.15,63.0,59.0,3,3,2
6569,6569,0.7,60.7,58.0,2,3,1
6570,6570,0.71,62.0,58.0,3,3,7
6571,6571,1.02,62.5,59.0,2,3,5
6572,6572,0.37,59.8,59.0,3,4,3
6573,6573,0.52,60.9,58.0,3,5,3
6574,6574,1.01,60.5,64.0,1,4,2
6575,6575,1.51,62.0,62.0,3,5,1
6576,6576,1.07,61.4,56.0,3,3,4
6577,6577,0.25,61.6,57.0,4,5,5
6578,6578,0.51,61.9,58.0,3,5,4
6579,6579,0.9,61.3,58.0,2,5,3
6580,6580,1.19,62.0,57.0,4,6,5
6581,6581,0.36,61.8,56.0,4,5,4
6582,6582,0.9,62.0,56.0,4,1,1
6583,6583,0.42,61.2,56.0,4,3,3
6584,6584,0.4,62.5,53.0,4,3,1
6585,6585,0.71,61.5,62.0,3,2,5
6586,6586,1.78,59.1,60.0,3,2,1
6587,6587,0.3,59.5,56.0,4,6,5
6588,6588,1.05,62.3,55.0,3,4,4
6589,6589,0.36,61.3,56.0,4,5,3
6590,6590,1.0,62.7,59.0,3,3,2
6591,6591,0.41,62.5,57.0,4,6,5
6592,6592,0.32,62.3,54.0,4,0,6
6593,6593,0.3,60.6,60.0,2,6,2
6594,6594,0.35,61.3,55.0,4,3,7
6595,6595,0.35,60.4,58.0,3,6,3
6596,6596,0.27,62.2,56.0,4,6,6
6597,6597,1.51,60.2,60.0,3,2,3
6598,6598,0.33,60.0,62.0,2,6,3
6599,6599,0.51,60.3,63.0,2,1,3
6600,6600,1.01,61.9,57.0,4,1,2
6601,6601,0.38,60.9,61.0,2,0,7
6602,6602,0.52,59.7,56.0,4,3,1
6603,6603,0.51,60.9,58.0,3,3,2
6604,6604,0.4,61.9,56.0,4,6,5
6605,6605,0.9,63.8,58.0,1,6,1
6606,6606,0.3,62.2,60.0,3,6,3
6607,6607,1.14,62.0,55.0,4,3,3
6608,6608,0.32,61.7,56.0,4,1,5
6609,6609,0.41,61.0,61.0,3,3,6
6610,6610,0.7,61.9,58.0,2,4,2
6611,6611,0.5,61.4,62.0,3,5,2
6612,6612,1.71,62.4,58.0,4,2,3
6613,6613,0.91,63.4,56.0,1,2,4
6614,6614,1.39,61.5,55.0,4,4,3
6615,6615,0.58,63.1,57.0,2,4,2
6616,6616,1.0,63.8,58.0,1,4,1
6617,6617,0.24,61.4,55.0,3,6,3
6618,6618,0.5,61.0,62.0,3,5,1
6619,6619,1.3,62.4,57.0,4,4,5
6620,6620,2.14,61.5,57.0,4,2,2
6621,6621,0.94,61.6,57.0,4,5,1
6622,6622,1.26,61.7,58.0,4,2,2
6623,6623,1.32,62.1,57.0,2,0,3
6624,6624,0.32,61.4,56.0,4,5,3
6625,6625,0.9,63.5,58.0,2,1,6
6626,6626,0.31,62.7,59.0,3,0,2
6627,6627,1.06,58.8,57.0,4,5,2
6628,6628,2.2,59.9,57.0,4,3,1
6629,6629,0.4,62.3,56.0,4,6,4
6630,6630,0.55,60.9,56.0,4,3,2
6631,6631,0.3,60.1,55.0,2,2,2
6632,6632,0.41,63.1,57.0,1,5,2
6633,6633,0.35,60.6,56.0,4,3,2
6634,6634,0.36,59.9,58.6,2,4,4
6635,6635,0.3,61.9,57.0,4,6,3
6636,6636,1.12,61.9,55.0,4,4,3
6637,6637,1.22,62.2,55.0,3,5,3
6638,6638,1.01,62.8,60.0,3,5,2
6639,6639,1.71,62.3,59.0,3,4,3
6640,6640,0.31,63.6,55.0,1,4,5
6641,6641,1.01,66.2,56.0,0,6,2
6642,6642,0.73,61.1,56.0,4,1,4
6643,6643,1.02,62.0,56.0,4,6,4
6644,6644,0.54,61.0,56.0,4,2,2
6645,6645,0.35,61.8,56.0,4,3,7
6646,6646,1.63,61.0,59.0,3,3,2
6647,6647,1.11,62.1,56.0,4,0,2
6648,6648,0.52,61.5,55.0,4,2,3
6649,6649,1.01,61.8,61.0,2,2,2
6650,6650,1.53,59.4,59.0,3,2,4
6651,6651,0.7,63.3,55.0,2,0,6
6652,6652,0.26,64.0,57.0,1,4,6
6653,6653,0.38,62.1,54.7,2,4,4
6654,6654,0.32,61.7,56.0,4,5,4
6655,6655,0.51,61.8,60.0,4,3,4
6656,6656,0.7,62.2,55.0,4,3,4
6657,6657,1.0,63.8,59.0,1,0,2
6658,6658,0.26,62.2,55.0,4,2,4
6659,6659,0.31,61.7,54.0,3,3,7
6660,6660,1.36,62.6,58.0,3,0,1
6661,6661,0.52,61.7,56.0,4,5,4
6662,6662,0.47,61.6,56.0,4,4,6
6663,6663,0.71,61.9,56.0,4,4,2
6664,6664,0.38,61.8,55.0,4,6,2
6665,6665,0.3,61.5,55.0,4,5,3
6666,6666,0.56,62.0,54.0,4,3,7
6667,6667,0.4,62.2,56.0,2,5,3
6668,6668,0.38,61.8,56.0,4,6,6
6669,6669,0.73,61.5,56.0,4,6,2
6670,6670,2.14,62.3,58.0,3,1,3
6671,6671,0.35,61.4,55.0,4,3,7
6672,6672,1.5,59.7,60.0,2,1,5
6673,6673,0.26,62.0,56.0,4,5,6
6674,6674,0.42,60.9,58.0,3,3,4
6675,6675,0.32,63.2,58.0,2,4,3
6676,6676,0.7,62.7,57.0,4,4,2
6677,6677,1.0,60.3,58.0,3,0,3
6678,6678,1.07,62.3,53.0,4,4,2
6679,6679,0.51,63.5,60.0,2,2,3
6680,6680,2.22,58.7,60.0,2,0,2
6681,6681,1.14,62.3,59.0,3,3,2
6682,6682,0.37,60.3,58.0,3,5,3
6683,6683,1.09,60.0,59.0,4,2,1
6684,6684,0.52,60.9,57.0,2,5,3
6685,6685,0.8,62.3,59.0,2,2,2
6686,6686,0.3,61.8,56.0,4,5,6
6687,6687,1.5,62.8,62.0,3,0,5
6688,6688,0.9,63.2,57.0,2,1,4
6689,6689,2.04,60.8,58.0,3,2,1
6690,6690,0.53,61.9,56.0,3,5,2
6691,6691,1.5,61.0,61.0,2,6,2
6692,6692,0.42,57.3,62.0,1,6,4
6693,6693,0.34,59.8,61.0,2,6,2
6694,6694,0.71,59.5,57.0,4,3,1
6695,6695,1.5,63.5,58.0,2,2,2
6696,6696,2.29,62.8,56.0,4,0,1
6697,6697,0.41,63.5,57.0,2,5,2
6698,6698,0.3,63.5,55.0,2,3,3
6699,6699,1.02,62.7,58.0,3,6,3
6700,6700,1.26,62.9,59.0,3,5,1
6701,6701,2.04,63.4,55.0,2,0,1
6702,6702,0.7,61.9,58.0,2,5,6
6703,6703,0.72,64.0,54.0,1,6,3
6704,6704,0.3,63.8,56.0,1,1,6
6705,6705,0.94,62.9,58.6,2,3,3
6706,6706,0.33,62.1,57.0,4,5,3
6707,6707,0.91,62.0,59.0,2,3,1
6708,6708,0.32,62.3,54.0,4,6,5
6709,6709,1.01,64.4,54.0,2,1,2
6710,6710,0.71,57.0,68.0,0,4,2
6711,6711,1.0,63.6,57.0,1,2,3
6712,6712,0.33,61.9,57.0,4,4,3
6713,6713,1.01,58.5,61.0,3,3,3
6714,6714,0.32,62.0,56.0,4,3,4
6715,6715,0.6,55.3,63.0,0,4,2
6716,6716,0.33,59.6,56.0,4,5,4
6717,6717,0.32,63.0,57.0,4,2,3
6718,6718,0.71,61.8,56.0,4,2,6
6719,6719,0.41,62.8,58.0,2,3,2
6720,6720,1.21,63.7,56.0,1,0,5
6721,6721,0.58,62.3,54.0,4,4,2
6722,6722,0.33,61.6,57.0,2,1,5
6723,6723,0.3,62.5,55.0,4,2,5
6724,6724,1.0,63.3,60.0,2,4,1
6725,6725,1.01,60.0,60.0,2,5,1
6726,6726,0.5,61.2,55.0,2,6,3
6727,6727,1.53,62.6,55.0,4,4,2
6728,6728,0.73,62.7,55.0,4,2,3
6729,6729,1.22,61.1,56.0,4,3,6
6730,6730,1.17,63.8,58.0,1,2,1
6731,6731,1.13,61.8,59.0,3,1,2
6732,6732,0.57,62.2,55.0,4,5,3
6733,6733,0.3,63.6,57.0,1,5,2
6734,6734,0.56,62.6,55.0,4,4,3
6735,6735,0.51,64.5,56.0,0,3,2
6736,6736,0.26,62.8,58.0,2,5,3
6737,6737,0.8,61.6,56.0,2,4,2
6738,6738,1.64,62.4,54.5,4,0,3
6739,6739,1.62,59.6,59.0,2,2,3
6740,6740,0.9,63.1,58.0,2,3,7
6741,6741,0.37,59.2,61.0,2,3,4
6742,6742,0.31,61.2,56.0,4,3,6
6743,6743,1.01,62.2,59.0,3,4,1
6744,6744,0.71,61.7,56.0,4,5,2
6745,6745,1.0,61.9,62.0,2,5,2
6746,6746,1.11,62.5,56.0,4,2,2
6747,6747,0.41,59.8,61.0,2,5,4
6748,6748,0.42,61.9,59.0,3,5,3
6749,6749,0.7,61.0,56.0,4,2,5
6750,6750,0.23,62.6,57.0,4,5,3
6751,6751,0.9,63.2,62.0,2,3,2
6752,6752,1.24,60.0,60.0,3,3,1
6753,6753,0.38,61.8,53.7,2,3,2
6754,6754,0.36,61.7,59.0,3,3,4
6755,6755,0.25,63.0,59.0,2,6,4
6756,6756,0.75,63.9,56.0,1,0,2
6757,6757,0.32,61.8,55.0,4,5,4
6758,6758,0.77,62.5,57.0,4,0,3
6759,6759,0.36,62.0,56.0,4,6,1
6760,6760,1.0,62.4,61.0,3,4,1
6761,6761,0.31,61.4,58.0,2,2,5
6762,6762,1.27,62.3,58.0,2,2,2
6763,6763,1.66,58.5,62.0,2,3,1
6764,6764,2.04,61.0,61.0,3,1,3
6765,6765,0.24,65.1,58.0,1,4,7
6766,6766,0.53,60.9,57.0,4,5,2
6767,6767,1.19,63.5,57.0,2,6,1
6768,6768,0.3,60.6,57.0,4,3,2
6769,6769,0.81,61.3,59.0,2,2,1
6770,6770,1.02,61.5,57.0,4,4,3
6771,6771,0.9,62.1,56.0,4,2,2
6772,6772,0.7,62.5,54.0,4,1,5
6773,6773,1.7,61.9,57.0,2,1,4
6774,6774,1.22,61.5,56.0,4,4,4
6775,6775,0.61,62.0,54.0,4,1,5
6776,6776,0.7,63.0,59.0,3,3,2
6777,6777,0.85,61.7,55.0,4,0,3
6778,6778,0.78,60.6,58.0,3,3,1
6779,6779,0.5,65.7,56.0,0,6,2
6780,6780,0.72,62.5,57.0,4,5,4
6781,6781,1.2,61.5,60.0,4,1,2
6782,6782,0.35,62.9,57.0,2,1,3
6783,6783,0.9,63.0,60.0,3,4,2
6784,6784,0.7,61.7,58.0,4,4,2
6785,6785,1.21,61.0,60.0,3,0,4
6786,6786,1.26,62.0,56.0,4,1,1
6787,6787,0.32,61.3,56.0,4,5,1
6788,6788,1.53,62.5,57.0,4,3,1
6789,6789,1.16,62.6,56.0,4,1,1
6790,6790,0.9,61.7,57.0,4,4,2
6791,6791,0.4,59.9,60.0,3,6,2
6792,6792,1.1,60.3,62.0,2,3,4
6793,6793,1.01,59.1,56.0,0,3,3
6794,6794,0.9,59.5,63.0,2,2,1
6795,6795,0.32,62.1,55.0,4,3,4
6796,6796,0.45,61.1,58.0,3,4,2
6797,6797,0.35,61.6,55.0,4,6,2
6798,6798,0.3,62.4,55.0,4,3,7
6799,6799,0.35,60.8,60.0,3,5,2
6800,6800,1.01,62.1,54.0,4,0,2
6801,6801,1.3,60.1,57.0,3,2,1
6802,6802,1.26,62.5,58.0,3,0,3
6803,6803,0.29,62.7,55.0,4,5,6
6804,6804,1.19,61.1,58.0,2,2,3
6805,6805,0.71,61.6,56.0,4,4,3
6806,6806,0.52,62.5,58.0,4,2,4
6807,6807,0.58,61.3,56.0,4,1,1
6808,6808,0.5,62.6,57.0,4,3,4
6809,6809,1.06,61.9,56.0,4,6,5
6810,6810,1.01,63.4,56.0,2,4,1
6811,6811,0.35,62.3,57.0,4,1,5
6812,6812,1.58,61.0,60.0,3,5,1
6813,6813,0.33,62.7,55.0,4,3,5
6814,6814,0.74,61.7,55.0,4,6,4
6815,6815,0.55,61.7,54.0,4,0,3
6816,6816,0.53,62.1,54.0,4,2,3
6817,6817,0.35,62.2,58.0,3,3,7
6818,6818,1.0,62.0,57.0,4,5,1
6819,6819,1.01,61.9,58.0,2,0,2
6820,6820,1.1,59.8,61.0,3,4,0
6821,6821,0.32,61.6,57.0,4,3,4
6822,6822,1.01,61.5,56.0,4,3,2
6823,6823,1.34,59.1,60.0,1,2,3
6824,6824,0.35,62.1,54.0,4,2,7
6825,6825,2.02,65.5,57.0,1,1,4
6826,6826,1.0,62.4,59.0,2,5,2
6827,6827,1.01,64.5,56.0,0,3,0
6828,6828,0.31,61.1,56.0,4,4,3
6829,6829,1.01,61.7,56.0,4,2,1
6830,6830,0.71,63.0,57.0,2,5,6
6831,6831,1.02,62.6,56.0,4,3,3
6832,6832,0.37,60.2,53.0,4,4,2
6833,6833,0.9,62.6,58.0,0,4,1
6834,6834,1.02,60.5,57.0,4,3,3
6835,6835,0.34,62.4,55.0,4,5,4
6836,6836,2.15,58.9,58.0,3,3,1
6837,6837,0.57,61.0,55.0,4,1,7
6838,6838,0.48,60.6,62.0,3,4,2
6839,6839,0.7,60.1,63.0,1,5,5
6840,6840,0.35,61.4,56.0,4,4,3
6841,6841,1.32,61.6,61.0,2,4,5
6842,6842,0.3,62.2,56.0,4,1,4
6843,6843,0.41,61.7,59.0,3,3,2
6844,6844,0.33,60.8,58.0,3,3,7
6845,6845,1.5,63.6,59.0,1,4,3
6846,6846,0.32,61.7,57.0,4,5,4
6847,6847,1.5,61.4,62.0,3,2,1
6848,6848,0.7,61.8,62.0,1,3,2
6849,6849,0.42,62.2,54.0,4,3,3
6850,6850,1.1,63.3,56.0,1,5,1
6851,6851,1.7,60.6,59.0,2,3,4
6852,6852,0.7,60.6,58.0,2,3,1
6853,6853,0.31,61.5,61.0,2,2,4
6854,6854,0.71,60.5,58.0,4,0,5
6855,6855,0.7,59.6,61.0,2,4,1
6856,6856,1.01,63.7,56.0,2,4,3
6857,6857,0.43,62.3,58.0,3,3,3
6858,6858,1.54,59.8,59.0,3,1,3
6859,6859,0.32,61.3,56.0,4,3,7
6860,6860,1.12,64.3,60.0,1,1,1
6861,6861,0.41,61.9,55.0,4,4,5
6862,6862,0.32,59.5,57.0,4,6,1
6863,6863,0.36,60.4,58.0,3,6,2
6864,6864,1.23,59.7,58.0,2,6,2
6865,6865,0.3,62.2,57.0,4,6,4
6866,6866,1.4,62.1,57.0,4,0,2
6867,6867,5.01,65.5,59.0,0,0,0
6868,6868,0.46,61.6,62.2,1,4,4
6869,6869,0.5,64.1,56.0,1,6,2
6870,6870,0.3,60.8,56.0,4,4,7
6871,6871,0.3,62.9,58.0,2,1,4
6872,6872,1.04,63.2,57.0,2,2,2
6873,6873,0.42,63.8,54.0,2,6,3
6874,6874,0.57,65.8,58.0,0,4,2
6875,6875,0.55,58.1,62.0,2,5,3
6876,6876,1.41,62.5,58.0,2,2,3
6877,6877,0.7,60.8,60.0,4,4,2
6878,6878,0.5,61.9,55.0,4,5,2
6879,6879,0.76,58.8,59.0,1,5,1
6880,6880,0.36,61.7,59.0,3,5,5
6881,6881,0.9,62.1,59.0,3,5,4
6882,6882,0.92,61.5,59.0,3,1,1
6883,6883,0.3,60.6,60.0,3,6,2
6884,6884,0.42,59.7,56.0,4,5,6
6885,6885,0.41,59.8,57.0,4,3,4
6886,6886,2.05,61.8,60.0,2,2,3
6887,6887,0.82,61.9,57.0,2,3,7
6888,6888,0.34,61.5,55.0,4,3,7
6889,6889,0.52,60.3,56.0,4,6,3
6890,6890,0.39,58.8,62.0,4,3,6
6891,6891,0.78,62.3,54.0,4,6,3
6892,6892,0.7,63.3,56.0,2,3,3
6893,6893,0.7,62.6,59.0,3,5,4
6894,6894,1.2,63.3,57.0,2,3,3
6895,6895,0.28,61.5,58.0,2,2,6
6896,6896,1.57,59.8,60.0,3,2,4
6897,6897,1.28,62.6,55.0,3,1,2
6898,6898,1.06,62.8,55.0,2,6,3
6899,6899,1.21,60.0,58.0,2,5,4
6900,6900,1.07,59.4,57.0,2,3,5
6901,6901,1.57,62.1,56.0,3,2,5
6902,6902,1.5,63.3,58.0,2,1,5
6903,6903,0.24,61.1,60.0,2,6,4
6904,6904,1.01,60.8,58.0,3,4,3
6905,6905,0.56,61.5,57.0,4,6,3
6906,6906,1.41,62.6,59.0,2,2,2
6907,6907,0.71,61.5,56.0,4,4,2
6908,6908,0.35,62.4,56.0,3,3,5
6909,6909,0.9,62.8,58.0,1,4,3
6910,6910,0.31,61.3,56.0,4,6,2
6911,6911,0.7,67.8,60.0,0,4,4
6912,6912,0.55,62.1,55.4,2,4,3
6913,6913,0.57,60.3,57.0,2,5,2
6914,6914,0.91,63.1,58.0,2,5,2
6915,6915,1.17,62.6,59.0,3,2,2
6916,6916,0.32,62.7,54.0,4,6,2
6917,6917,0.75,64.1,54.0,1,6,2
6918,6918,0.31,60.2,55.0,4,4,5
6919,6919,0.43,62.1,57.0,4,2,2
6920,6920,0.79,62.1,54.0,4,5,2
6921,6921,0.3,59.6,61.0,2,6,5
6922,6922,0.77,61.1,57.0,2,4,6
6923,6923,0.7,61.0,64.0,1,5,1
6924,6924,1.0,57.4,58.0,0,5,3
6925,6925,0.31,62.8,58.0,3,2,4
6926,6926,1.52,60.1,59.0,3,5,4
6927,6927,1.22,60.8,57.0,4,1,2
6928,6928,0.33,62.4,56.0,4,1,3
6929,6929,1.22,61.8,57.0,4,1,1
6930,6930,1.31,62.2,57.0,4,2,1
6931,6931,0.3,62.0,55.0,4,5,3
6932,6932,1.1,62.0,59.0,3,1,2
