,id,carat,depth,table,cut_c,color_c,clarity_c,y
23438,23438,0.39,63.1,56.0,2,0,4,790
23439,23439,0.42,62.7,57.0,2,5,2,773
23440,23440,0.34,61.4,56.0,4,6,1,481
23441,23441,0.4,63.5,58.0,1,4,7,1404
23442,23442,0.52,61.7,58.0,3,4,1,1219
23443,23443,1.01,63.1,57.0,2,4,3,5226
23444,23444,1.03,60.1,59.0,4,3,2,5111
23445,23445,0.73,63.1,57.3,2,2,3,2337
23446,23446,2.03,60.5,57.0,4,0,3,14083
23447,23447,1.21,62.9,57.0,4,2,2,4249
23448,23448,0.31,60.9,57.0,4,6,5,997
23449,23449,0.53,61.5,55.0,4,4,3,1753
23450,23450,0.41,61.8,53.0,4,1,4,753
23451,23451,1.01,64.0,56.0,1,6,1,4234
23452,23452,0.92,60.9,57.0,4,2,4,4328
23453,23453,0.28,62.1,55.0,4,3,4,490
23454,23454,0.47,62.4,53.0,4,2,1,782
23455,23455,1.0,59.3,61.0,1,3,3,5766
23456,23456,2.04,61.2,56.0,4,2,1,15874
23457,23457,1.0,64.3,58.0,1,5,1,3450
23458,23458,1.32,62.0,54.0,4,2,5,9571
23459,23459,1.57,60.9,58.0,3,1,1,7484
23460,23460,1.02,63.5,58.0,1,2,2,4604
23461,23461,0.34,62.5,57.0,4,6,3,1033
23462,23462,1.51,63.1,60.0,1,2,1,7723
23463,23463,1.02,64.2,61.0,1,4,1,3633
23464,23464,0.37,61.6,57.0,4,5,3,811
23465,23465,1.54,60.7,60.0,2,3,4,13284
23466,23466,0.7,62.7,59.0,2,2,3,2377
23467,23467,1.01,61.7,62.0,3,3,0,2364
23468,23468,0.32,64.1,54.0,1,5,3,658
23469,23469,0.36,61.5,59.0,3,6,2,663
23470,23470,0.58,62.7,56.0,4,5,1,1234
23471,23471,1.5,62.0,56.0,4,3,2,11079
23472,23472,0.74,61.4,59.0,3,4,2,2671
23473,23473,1.01,63.1,55.0,1,3,3,5199
23474,23474,0.32,61.7,55.0,4,5,3,702
23475,23475,0.4,62.9,57.0,2,3,2,699
23476,23476,0.41,62.5,54.0,4,3,3,827
23477,23477,0.5,61.7,59.0,2,6,5,2115
23478,23478,0.37,61.2,56.0,4,5,4,1124
23479,23479,1.69,60.2,61.0,3,0,0,5277
23480,23480,0.36,61.2,60.0,3,3,4,932
23481,23481,0.31,61.4,57.0,4,2,7,772
23482,23482,0.4,62.2,55.0,4,5,2,945
23483,23483,1.07,62.1,58.0,2,2,1,4716
23484,23484,0.33,60.6,60.0,3,5,3,723
23485,23485,0.4,61.3,56.0,4,5,6,1778
23486,23486,0.3,64.8,58.0,0,0,3,416
23487,23487,0.34,60.6,63.0,1,4,4,696
23488,23488,2.06,61.7,58.0,3,3,1,17012
23489,23489,0.56,61.9,56.0,4,6,2,1745
23490,23490,1.0,62.7,58.0,1,2,1,4125
23491,23491,1.09,61.8,55.0,4,1,4,6225
23492,23492,0.3,62.3,59.0,2,3,4,605
23493,23493,0.8,60.8,57.0,4,3,2,2699
23494,23494,0.33,62.0,60.0,2,5,2,579
23495,23495,0.33,62.5,56.0,4,4,6,939
23496,23496,0.55,61.1,57.0,4,3,3,1833
23497,23497,0.7,61.7,61.0,3,4,2,2348
23498,23498,0.33,61.7,56.0,4,3,5,752
23499,23499,2.14,60.4,59.0,3,3,1,17513
23500,23500,0.3,63.8,55.0,1,3,7,895
23501,23501,0.54,63.0,57.0,3,4,2,1349
23502,23502,1.2,62.3,56.0,3,3,3,8030
23503,23503,0.97,62.2,55.9,2,1,3,4018
23504,23504,0.42,60.2,59.0,3,3,6,1235
23505,23505,1.01,64.3,59.0,1,5,2,4853
23506,23506,0.3,62.2,56.0,4,4,4,621
23507,23507,1.74,62.1,54.0,4,0,2,9208
23508,23508,0.76,61.3,56.0,4,5,3,3079
23509,23509,0.59,62.6,56.0,3,3,3,1717
23510,23510,1.51,61.8,63.0,2,1,4,9640
23511,23511,0.53,59.6,58.0,2,3,4,1655
23512,23512,0.31,62.8,57.0,4,3,6,977
23513,23513,0.32,60.6,57.0,4,3,5,936
23514,23514,0.35,62.1,56.0,4,3,4,906
23515,23515,1.07,61.6,56.0,2,5,1,4824
23516,23516,0.51,61.7,54.0,4,1,2,1000
23517,23517,1.03,65.0,57.0,1,2,1,3892
23518,23518,0.41,60.0,56.0,4,4,3,1107
23520,23520,0.35,60.4,58.0,3,6,3,829
23521,23521,0.4,63.7,58.0,2,1,5,782
23522,23522,0.59,61.4,58.0,2,4,2,1595
23523,23523,2.05,62.3,60.0,3,0,3,13543
23524,23524,1.51,62.2,57.0,4,2,3,11540
23525,23525,0.34,60.6,60.0,3,6,1,507
23526,23526,0.72,60.0,57.0,2,5,3,3550
23527,23527,1.31,62.7,59.0,3,3,5,11389
23528,23528,0.42,60.5,58.0,3,2,2,1008
23529,23529,1.0,61.7,57.0,0,3,0,2723
23530,23530,0.3,63.4,56.0,2,5,2,675
23531,23531,0.5,62.5,58.0,2,5,4,1665
23532,23532,0.6,61.6,58.0,3,6,2,1896
23533,23533,0.41,61.7,57.0,2,3,4,899
23534,23534,0.37,61.5,56.0,4,3,3,649
23535,23535,0.9,61.7,57.0,4,5,2,4921
23536,23536,0.31,62.7,58.0,3,2,2,435
23537,23537,0.7,59.6,59.0,3,2,5,2717
23538,23538,0.71,62.1,58.0,2,3,2,2206
23539,23539,0.3,61.8,55.0,4,4,6,857
23540,23540,0.57,61.2,55.0,4,3,4,1942
23541,23541,0.41,62.8,55.0,4,6,3,1076
23543,23543,1.3,60.9,60.0,3,3,3,9051
23544,23544,0.7,61.2,56.0,4,4,2,2161
23545,23545,1.51,61.5,54.0,2,3,2,10947
23546,23546,0.31,63.1,58.0,1,2,3,489
23547,23547,1.4,61.8,54.0,3,6,1,8419
23548,23548,0.25,62.9,58.0,2,5,6,576
23549,23549,2.04,60.9,57.0,2,1,1,14527
23550,23550,0.74,63.0,57.0,1,2,3,2327
23551,23551,1.13,60.7,58.0,2,1,3,5531
23552,23552,0.9,59.8,61.0,3,1,3,3431
23553,23553,0.84,60.1,58.0,2,6,4,4869
23554,23554,0.74,62.9,54.0,4,3,3,2723
23555,23555,0.93,58.8,60.0,3,4,2,4010
23556,23556,0.75,59.9,57.0,4,1,4,2562
23557,23557,1.01,61.9,59.0,3,0,1,3658
23558,23558,1.58,62.4,57.0,2,2,1,8620
23559,23559,0.4,62.5,57.0,2,4,4,982
23560,23560,1.51,58.9,60.0,2,3,3,12756
23561,23561,0.3,61.8,54.0,4,4,7,886
23562,23562,0.41,60.8,56.0,2,0,7,651
23563,23563,0.41,61.2,58.0,3,5,6,1057
23564,23564,1.01,61.9,59.0,4,1,2,4638
23565,23565,0.31,62.5,60.0,2,2,3,489
23566,23566,0.59,60.9,56.0,4,6,4,2175
23567,23567,0.51,62.7,56.0,4,3,4,1656
23568,23568,0.4,61.8,55.0,4,0,5,662
23569,23569,0.35,61.8,56.0,4,6,3,829
23570,23570,1.0,63.9,60.0,1,3,2,4737
23571,23571,1.16,60.1,60.0,0,3,1,4307
23572,23572,1.03,62.0,58.0,3,4,3,6484
23573,23573,1.0,59.9,61.0,2,6,5,9740
23574,23574,0.71,58.1,61.0,3,6,2,2249
23575,23575,0.76,59.1,63.0,2,6,1,2006
23576,23576,0.32,61.7,58.0,3,2,4,720
23577,23577,0.38,62.3,55.0,4,3,4,817
23578,23578,0.4,60.1,58.0,3,5,4,1125
23579,23579,1.51,60.8,57.0,4,3,1,8637
23580,23580,0.28,62.6,55.0,2,4,5,707
23581,23581,1.01,64.5,60.0,0,2,3,4751
23582,23582,0.97,59.6,59.0,2,4,1,3977
23583,23583,0.46,61.6,54.0,4,3,7,1558
23584,23584,0.54,60.5,59.0,2,6,3,1885
23586,23586,0.3,62.3,58.0,3,6,3,710
23587,23587,1.23,61.2,59.0,2,5,6,15878
23588,23588,2.1,60.9,57.4,3,3,1,16112
23589,23589,0.33,61.3,55.0,4,4,7,1240
23590,23590,0.43,63.4,55.0,2,2,3,994
23591,23591,1.03,61.7,54.0,4,5,5,9932
23592,23592,0.56,62.6,54.0,4,5,5,2463
23593,23593,2.09,61.1,56.0,2,2,2,18392
23594,23594,0.59,61.0,57.0,4,3,5,2131
23595,23595,0.31,61.6,57.0,4,5,5,816
23596,23596,1.11,62.6,59.0,3,0,3,4265
23597,23597,0.7,65.3,55.0,0,4,1,2075
23598,23598,0.72,61.3,57.0,4,1,6,2642
23599,23599,0.3,62.0,56.0,4,3,3,556
23600,23600,0.73,61.8,57.0,4,3,4,3041
23601,23601,0.72,59.7,61.0,1,6,1,2620
23602,23602,0.31,62.9,56.0,2,4,3,625
23603,23603,1.52,61.4,58.0,3,2,4,11621
23604,23604,0.54,61.9,55.0,4,5,3,1754
23605,23605,0.75,60.0,57.0,3,1,3,2329
23606,23606,1.2,63.7,56.0,1,0,3,5053
23607,23607,0.37,62.5,56.0,4,5,3,811
23608,23608,0.31,62.5,57.0,4,6,3,734
23609,23609,0.53,62.1,57.0,4,3,4,1813
23610,23610,0.32,58.9,63.0,2,2,4,624
23611,23611,0.32,58.4,57.0,3,3,3,672
23612,23612,0.42,61.5,58.0,3,4,2,773
23613,23613,1.03,60.4,56.0,4,3,1,3692
23614,23614,1.21,63.4,57.0,1,1,3,5290
23615,23615,0.5,63.3,56.0,2,3,6,2070
23616,23616,1.01,64.2,60.0,1,6,3,6176
23617,23617,0.31,59.2,60.0,3,3,3,544
23618,23618,0.28,60.6,55.0,4,5,6,787
23619,23619,1.24,61.6,54.0,4,4,3,9569
23620,23620,0.61,60.1,59.0,3,5,2,1812
23621,23621,0.53,61.1,55.0,2,6,5,2472
23622,23622,1.06,58.4,62.0,2,1,1,3515
23623,23623,0.5,57.8,62.0,1,6,5,2065
23624,23624,0.32,62.3,56.0,4,5,5,1080
23625,23625,2.01,62.2,56.0,4,2,2,18252
23626,23626,1.05,62.8,57.0,2,4,3,6808
23627,23627,0.91,61.6,59.0,2,4,1,3653
23628,23628,1.07,61.6,57.0,3,3,5,7593
23629,23629,0.71,60.6,56.0,4,3,3,2911
23630,23630,0.32,63.5,57.0,2,2,2,591
23631,23631,0.9,62.7,58.0,3,6,2,4381
23632,23632,0.7,62.6,58.0,2,6,3,3053
23633,23633,0.34,61.6,59.0,3,2,4,596
23634,23634,1.01,63.0,60.0,3,0,1,3421
23635,23635,0.77,63.6,57.0,2,3,2,2915
23636,23636,1.51,62.8,59.0,1,0,3,7418
23637,23637,0.52,61.0,56.0,4,2,4,1699
23638,23638,0.4,63.8,55.0,1,1,4,737
23639,23639,1.21,58.2,58.0,1,2,2,6022
23640,23640,0.92,61.8,57.0,4,1,2,4488
23641,23641,1.05,62.3,56.0,3,5,1,4939
23642,23642,0.54,62.5,56.0,4,4,4,1819
23643,23643,0.72,63.1,55.0,1,6,2,2757
23644,23644,1.61,63.8,58.0,1,3,3,9467
23645,23645,0.3,61.8,56.0,4,3,4,624
23646,23646,0.32,61.8,55.0,4,3,3,561
23647,23647,0.31,62.0,54.0,4,1,6,732
23648,23648,0.54,62.8,59.0,2,3,2,1392
23649,23649,0.31,61.6,56.0,4,3,2,627
23650,23650,1.6,61.6,60.0,3,3,3,13942
23651,23651,0.37,59.7,56.0,4,2,2,533
23652,23652,1.01,62.4,60.0,1,3,1,4150
23653,23653,0.7,60.5,58.0,3,2,4,2245
23654,23654,0.3,62.9,55.0,2,3,4,620
23655,23655,1.54,60.3,59.0,4,1,1,8092
23656,23656,0.71,63.1,56.0,2,3,3,2462
23657,23657,1.11,63.1,56.0,1,4,2,5769
23658,23658,0.3,62.0,55.0,4,4,4,844
23659,23659,0.28,62.4,56.0,4,1,3,503
23660,23660,0.91,63.2,58.0,2,3,4,4209
23661,23661,2.02,61.3,58.0,3,4,1,13267
23662,23662,0.5,60.0,63.0,2,3,2,1286
23663,23663,1.12,63.7,61.0,1,0,2,3880
23665,23665,0.9,63.9,60.0,1,6,1,3153
23667,23667,0.34,61.2,59.0,3,4,3,880
23668,23668,0.4,62.0,56.0,4,4,5,1085
23669,23669,0.36,61.1,55.0,4,3,2,571
23670,23670,1.11,62.5,59.0,2,4,6,10069
23671,23671,0.7,63.8,56.0,1,5,3,2314
23672,23672,1.73,62.7,56.0,4,2,2,11688
23673,23673,1.01,63.5,58.0,1,5,2,4546
23674,23674,0.51,60.8,60.0,3,6,5,2387
23675,23675,0.36,61.2,55.0,2,2,1,475
23676,23676,0.44,61.6,61.0,3,3,2,990
23677,23677,0.4,60.7,60.0,3,4,3,842
23678,23678,0.39,62.0,60.0,3,2,2,650
23679,23679,0.8,62.1,60.0,3,4,3,3502
23680,23680,1.1,62.5,58.0,3,2,3,5729
23681,23681,0.3,60.9,56.0,4,4,3,573
23682,23682,0.55,61.8,55.0,4,6,4,2119
23683,23683,0.71,58.1,59.0,1,3,4,2628
23684,23684,1.31,60.3,59.0,3,3,3,8979
23685,23685,1.0,63.8,53.0,1,2,2,4596
23686,23686,0.9,65.9,60.0,1,4,1,3465
23687,23687,0.9,62.1,60.0,2,2,3,4064
23688,23688,0.9,65.0,56.0,0,0,3,2815
23689,23689,1.52,63.2,58.0,1,6,1,8868
23690,23690,0.44,60.1,60.0,3,3,2,990
23691,23691,0.7,62.4,57.0,2,4,3,2362
23693,23693,1.09,61.3,58.0,3,6,1,5042
23694,23694,1.75,63.3,59.0,4,0,2,8840
23695,23695,0.71,62.6,54.0,2,0,3,1902
23696,23696,0.71,61.5,58.0,2,1,2,2141
23697,23697,0.5,62.9,55.0,2,3,5,1904
23698,23698,1.18,61.0,58.0,3,3,5,8025
23699,23699,0.91,58.3,59.0,2,2,3,4193
23700,23700,1.7,62.4,57.0,4,2,3,13681
23701,23701,0.31,60.7,58.0,3,4,2,663
23702,23702,1.51,60.8,57.0,4,3,4,14779
23703,23703,0.3,61.9,55.0,4,3,6,976
23704,23704,0.31,60.8,61.0,2,3,4,625
23705,23705,0.26,61.5,58.0,2,5,5,597
23706,23706,1.07,61.8,59.0,3,4,1,4560
23707,23707,1.46,62.5,57.0,2,1,2,7146
23708,23708,0.72,60.5,57.0,2,6,2,3102
23709,23709,0.41,63.1,54.0,1,6,1,638
23710,23710,0.31,62.1,54.0,4,1,6,511
23711,23711,0.36,62.0,55.0,4,5,4,828
23712,23712,1.33,62.5,58.0,3,5,1,6963
23714,23714,0.4,62.6,54.0,4,1,3,667
23715,23715,0.4,62.0,56.0,4,4,4,890
23716,23716,0.59,59.1,61.0,3,5,3,1641
23717,23717,0.9,61.2,57.0,4,2,4,4064
23718,23718,1.5,61.9,59.0,2,5,2,11717
23719,23719,0.5,61.2,61.0,1,1,4,1193
23720,23720,0.41,62.1,54.0,4,5,2,755
23721,23721,0.42,60.8,59.0,2,6,2,810
23722,23722,0.58,60.2,57.0,4,2,2,1421
23723,23723,1.0,60.5,57.0,1,1,2,3878
23724,23724,0.36,61.7,59.0,3,3,4,932
23725,23725,0.72,62.3,57.0,2,0,4,2136
23726,23726,0.7,63.5,58.0,2,5,2,2592
23728,23728,1.18,61.6,56.0,4,5,0,4229
23729,23729,0.3,63.3,60.0,1,2,6,684
23730,23730,0.59,62.4,59.0,2,4,2,1452
23731,23731,1.06,60.1,58.0,3,3,3,6325
23732,23732,0.41,62.3,58.0,4,5,5,1085
23733,23733,1.21,62.2,58.0,3,2,7,8294
23734,23734,2.01,61.0,61.0,3,1,3,16778
23735,23735,1.0,61.5,56.0,3,3,1,3142
23736,23736,1.51,59.3,59.0,2,1,2,8856
23738,23738,0.33,61.3,56.0,4,4,3,666
23740,23740,1.1,62.3,55.0,4,2,4,6586
23741,23741,0.28,60.6,55.0,4,4,2,481
23742,23742,0.9,64.0,59.0,1,4,2,3696
23743,23743,2.03,63.3,55.0,4,4,1,18458
23744,23744,1.5,65.4,57.0,0,5,4,15584
23745,23745,2.06,64.3,58.0,1,2,0,6091
23746,23746,0.7,63.2,61.0,2,0,3,1940
23747,23747,1.0,60.8,57.0,4,3,5,7885
23748,23748,0.5,60.8,60.0,3,3,4,1629
23749,23749,1.2,63.6,60.0,1,6,0,4346
23750,23750,1.54,61.9,59.0,3,3,4,13733
23751,23751,1.53,61.2,60.0,2,5,3,14282
23752,23752,0.42,62.2,56.0,4,3,5,1103
23753,23753,2.07,61.6,56.0,4,1,1,13879
23754,23754,1.55,62.0,56.0,3,2,1,7319
23755,23755,0.36,62.0,54.0,4,1,4,587
23756,23756,0.79,63.9,55.0,1,1,2,2095
23757,23757,0.32,60.2,60.0,3,5,2,720
23758,23758,0.81,60.3,59.0,3,4,2,3097
23759,23759,0.31,61.8,59.0,3,5,6,789
23760,23760,1.51,62.3,57.0,4,4,2,12459
23761,23761,0.61,61.7,56.0,4,5,3,2225
23763,23763,0.26,62.7,53.0,4,3,5,514
23764,23764,1.01,62.0,56.0,4,5,5,9483
23765,23765,0.57,59.7,57.0,2,5,1,1244
23766,23766,0.63,63.2,60.0,2,2,5,1932
23767,23767,1.45,60.5,60.0,3,3,4,8740
23769,23769,0.77,62.2,61.0,3,0,4,2005
23770,23770,0.9,62.3,63.0,2,2,2,3387
23771,23771,1.09,60.6,58.0,4,5,3,7796
23772,23772,0.9,63.1,54.0,2,5,1,3084
23773,23773,0.71,60.2,60.0,4,1,2,2319
23774,23774,0.34,61.7,56.0,2,3,5,775
23775,23775,2.01,57.6,60.0,1,2,1,12215
23776,23776,0.51,61.7,53.0,4,5,3,1590
23777,23777,1.05,62.3,55.0,4,4,4,8100
23778,23778,0.53,60.9,59.0,4,5,3,1607
23779,23779,0.3,62.5,58.0,3,5,3,658
23780,23780,1.05,61.0,57.0,4,1,2,4494
23781,23781,0.31,61.1,58.0,3,5,4,942
23782,23782,0.41,61.6,58.0,3,6,6,1582
23783,23783,0.5,62.8,58.0,2,0,2,990
23784,23784,0.81,62.4,54.8,4,1,3,2444
23785,23785,0.31,62.7,57.0,4,3,3,698
23786,23786,0.42,60.1,58.0,3,6,1,898
23787,23787,0.35,61.3,54.0,4,3,4,741
23788,23788,1.05,59.2,60.0,1,2,2,4845
23789,23789,0.74,60.8,57.0,4,4,3,3246
23790,23790,1.02,60.5,59.0,4,3,2,4882
23791,23791,0.92,62.1,53.0,4,5,1,4011
23792,23792,0.71,58.3,61.0,1,2,2,2131
23793,23793,0.51,62.5,57.0,4,0,3,1080
23794,23794,1.22,61.6,59.0,3,1,3,4562
23795,23795,0.32,62.6,56.0,4,4,6,913
23796,23796,1.11,61.7,58.0,3,2,3,5450
23797,23797,0.32,61.2,56.0,4,3,4,828
23798,23798,1.0,61.0,60.0,3,4,6,9901
23799,23799,0.71,63.3,56.0,1,1,4,2306
23800,23800,2.0,61.5,59.0,3,4,1,11413
23801,23801,0.72,62.7,56.0,4,6,3,3219
23802,23802,0.39,63.7,53.0,1,3,3,734
23803,23803,0.31,61.9,55.0,4,2,3,628
23804,23804,0.75,58.4,56.0,1,3,6,3188
23805,23805,0.94,61.1,55.0,4,5,1,3915
23806,23806,0.32,64.4,54.0,0,4,2,638
23807,23807,0.53,61.2,55.0,4,3,4,1754
23808,23808,1.5,63.8,61.0,1,2,4,9878
23809,23809,0.37,64.0,56.0,1,1,3,473
23810,23810,1.08,63.1,59.0,2,4,1,3590
23811,23811,1.06,59.6,58.0,3,3,5,8003
23812,23812,0.33,62.7,59.0,2,4,4,741
23813,23813,0.52,62.3,59.0,2,5,4,1806
23814,23814,0.3,61.9,55.0,2,3,6,680
23815,23815,1.01,62.9,56.0,2,1,3,5067
23816,23816,1.52,60.2,60.0,3,6,1,8737
23817,23817,1.21,61.2,60.0,3,2,4,6056
23818,23818,0.56,61.5,58.0,3,6,3,2011
23819,23819,0.78,62.4,58.0,2,4,2,3045
23820,23820,0.53,62.0,55.0,4,4,4,1908
23821,23821,0.5,63.4,59.0,2,6,1,1243
23822,23822,0.35,60.5,57.0,4,2,6,839
23823,23823,0.36,60.3,58.0,3,4,2,770
23824,23824,1.5,63.4,58.0,2,1,1,7211
23825,23825,0.36,61.0,58.0,3,6,3,852
23826,23826,2.05,60.8,58.0,3,1,3,16896
23827,23827,0.85,60.7,57.0,4,5,2,4181
23828,23828,0.32,61.3,57.0,4,3,2,461
23829,23829,0.7,62.8,56.0,4,0,4,2000
23830,23830,1.27,60.6,57.0,4,2,2,6785
23831,23831,1.1,62.4,58.0,3,6,1,4725
23832,23832,0.51,60.8,56.0,4,3,6,1839
23833,23833,0.31,62.3,55.0,4,6,2,571
23834,23834,1.31,62.5,56.0,1,1,3,7236
23835,23835,0.44,61.6,54.0,4,5,3,936
23836,23836,1.01,61.1,58.0,3,2,4,5416
23837,23837,0.31,61.3,60.0,3,5,5,816
23838,23838,0.31,60.8,60.0,2,1,3,435
23839,23839,0.4,62.6,54.0,4,4,3,843
23840,23840,0.9,64.0,58.0,1,2,3,3919
23841,23841,1.04,63.6,59.0,1,4,2,5871
23842,23842,0.38,59.9,56.0,2,3,6,970
23843,23843,0.3,62.1,58.0,2,6,2,552
23844,23844,0.53,61.2,57.0,4,6,2,1587
23845,23845,0.37,60.1,59.0,4,5,3,768
23847,23847,0.7,62.1,60.0,3,6,1,2319
23848,23848,1.53,60.1,59.0,3,0,4,8205
23849,23849,0.51,62.8,61.0,2,5,2,1343
23850,23850,0.35,60.7,59.0,2,5,2,614
23851,23851,1.13,62.5,57.0,3,5,1,3898
23852,23852,0.4,62.5,60.0,3,3,5,1050
23853,23853,0.74,60.9,61.0,3,2,1,1962
23854,23854,2.18,62.0,60.0,2,5,0,10340
23855,23855,1.0,61.1,58.0,3,5,1,4620
23856,23856,0.84,59.9,54.0,2,6,2,4205
23857,23857,1.01,60.4,64.0,1,0,4,4129
23858,23858,1.2,60.7,60.0,3,2,3,6250
23859,23859,0.52,61.6,55.0,4,3,1,1090
23860,23860,0.7,61.5,57.0,4,2,6,3517
23861,23861,0.5,63.3,56.0,2,5,1,1181
23862,23862,1.12,61.2,58.0,3,3,7,9440
23863,23863,0.61,61.1,57.0,4,4,5,3248
23864,23864,1.11,61.3,60.0,4,2,1,4520
23865,23865,0.3,62.4,55.0,4,3,7,799
23866,23866,0.41,61.9,56.0,4,2,4,827
23867,23867,0.33,61.4,58.0,3,1,5,579
23868,23868,0.3,61.8,60.0,3,3,3,630
23869,23869,0.52,61.0,59.0,2,4,2,1326
23870,23870,0.41,61.7,55.0,4,0,3,613
23871,23871,1.23,62.2,56.1,4,3,5,9921
23872,23872,0.5,64.9,56.0,0,5,3,1397
23873,23873,0.5,63.5,56.0,2,1,2,1048
23874,23874,0.33,61.6,58.0,3,5,4,781
23875,23875,1.7,62.7,55.0,4,4,3,17114
23876,23876,2.01,60.8,57.0,4,0,1,13253
23877,23877,0.32,61.4,55.0,4,3,5,936
23878,23878,1.01,63.1,58.0,1,4,1,3768
23879,23879,1.05,61.8,59.0,4,1,1,4723
23880,23880,0.38,60.3,58.0,2,5,3,866
23881,23881,1.02,62.7,58.0,3,1,2,4227
23882,23882,0.3,63.0,58.0,2,2,4,526
23883,23883,0.54,60.9,60.0,1,6,3,1644
23884,23884,1.01,59.1,59.0,2,2,4,5904
23885,23885,0.32,63.0,58.0,3,0,2,480
23887,23887,0.3,59.2,59.0,3,5,3,844
23888,23888,0.32,62.9,56.0,4,6,2,706
23889,23889,1.34,62.5,57.0,4,0,1,5273
23890,23890,0.96,64.0,62.0,1,6,1,3419
23891,23891,1.14,62.2,54.0,4,2,2,5763
23893,23893,1.05,61.9,59.0,3,3,3,5821
23894,23894,0.32,62.6,55.0,4,4,3,828
23895,23895,1.51,62.0,58.0,2,5,0,6139
23896,23896,0.51,61.9,59.0,3,5,3,1781
23897,23897,0.55,61.3,57.0,2,6,5,2585
23898,23898,0.42,61.4,55.0,4,6,4,1006
23899,23899,1.54,60.3,60.0,3,2,3,9081
23900,23900,0.33,61.7,57.0,4,4,6,955
23901,23901,0.52,61.1,57.0,4,5,3,1689
23902,23902,0.32,61.6,55.0,4,4,3,645
23903,23903,0.39,62.2,56.0,4,4,4,1024
23904,23904,1.13,62.1,60.0,3,1,1,3734
23905,23905,0.56,61.7,55.0,4,2,6,1941
23906,23906,0.4,62.8,58.0,2,5,5,1066
23907,23907,0.35,62.8,58.0,2,3,5,798
23908,23908,0.3,60.7,57.0,4,5,4,911
23909,23909,1.21,60.0,60.0,3,0,4,5489
23910,23910,1.01,61.7,56.0,4,3,3,6439
23911,23911,0.33,61.8,55.0,4,3,6,1114
23912,23912,1.04,61.6,57.0,4,4,5,10804
23913,23913,0.54,61.9,54.0,4,3,2,1368
23914,23914,2.06,62.6,58.0,3,2,1,12677
23915,23915,0.56,61.8,56.0,2,1,2,1175
23916,23916,1.21,62.7,59.0,3,3,1,5405
23917,23917,0.7,62.6,55.0,4,3,1,2232
23918,23918,1.06,61.9,58.0,3,4,2,4862
23919,23919,0.4,60.9,56.0,4,5,3,904
23920,23920,1.01,63.7,56.0,2,1,1,4047
23921,23921,0.59,61.8,57.0,2,6,6,3234
23922,23922,0.37,63.0,58.0,2,5,3,811
23923,23923,1.1,60.2,56.0,4,3,3,6972
23924,23924,0.34,62.8,58.0,2,5,3,745
23925,23925,0.75,62.4,57.0,2,5,2,2517
23926,23926,0.32,62.4,54.0,4,1,4,523
23927,23927,1.24,61.7,57.0,4,4,1,6111
23928,23928,0.7,62.3,56.0,3,3,0,1206
23929,23929,1.01,61.1,57.0,3,4,1,3903
23930,23930,1.5,59.9,60.0,3,2,4,11189
23931,23931,0.32,62.0,58.0,3,1,4,648
23932,23932,1.01,62.3,55.0,2,4,2,5789
23933,23933,1.12,62.1,58.0,3,2,4,5952
23934,23934,0.4,62.7,60.0,3,0,7,1063
23935,23935,0.41,63.2,59.0,1,0,4,621
23936,23936,0.66,61.0,57.8,2,5,4,2618
23937,23937,1.11,61.7,55.0,4,4,3,7473
23938,23938,0.3,62.5,54.0,4,1,4,473
23940,23940,1.23,61.8,56.0,4,4,5,11040
23941,23941,0.5,62.9,58.0,3,4,4,1666
23942,23942,0.3,62.5,56.0,2,4,5,730
23943,23943,0.4,61.7,59.0,3,6,3,982
23944,23944,0.31,62.0,58.0,3,4,3,625
23945,23945,1.43,62.8,58.0,2,2,2,8069
23946,23946,0.32,62.4,54.0,4,3,5,730
23947,23947,1.0,65.3,56.0,0,4,4,5833
23948,23948,0.56,62.4,56.0,4,2,3,1687
23949,23949,1.35,62.5,57.0,4,3,0,4560
23950,23950,0.3,61.0,61.0,3,6,2,709
23951,23951,0.91,62.8,58.0,3,2,3,4128
23952,23952,0.38,61.5,62.0,2,6,3,871
23953,23953,1.53,59.3,58.0,2,1,4,9823
23954,23954,1.21,63.7,64.0,1,4,1,4669
23955,23955,0.3,61.9,58.0,4,2,6,665
23956,23956,0.52,60.9,56.0,4,3,4,1662
23957,23957,0.56,62.8,57.0,4,5,3,1699
23958,23958,0.24,62.8,58.0,2,5,5,478
23959,23959,0.58,61.0,62.0,1,5,2,1844
23960,23960,1.51,63.2,58.0,2,5,4,14904
23961,23961,1.15,63.8,60.0,1,0,1,3733
23962,23962,1.06,61.3,57.0,4,4,5,9547
23963,23963,1.14,59.1,58.0,3,1,2,4788
23964,23964,0.79,60.8,55.0,4,4,2,3210
23965,23965,0.3,61.9,59.0,2,5,5,789
23966,23966,0.7,61.3,59.0,3,0,2,1735
23967,23967,1.11,62.8,61.0,3,2,2,5315
23968,23968,0.71,62.2,55.0,4,1,3,2681
23969,23969,1.12,61.2,56.0,4,4,3,8063
23970,23970,2.1,61.5,59.0,3,1,2,15818
23971,23971,0.7,64.3,57.0,1,1,2,2142
23972,23972,1.0,62.7,59.0,3,5,3,6720
23973,23973,1.5,63.3,57.0,2,0,5,8427
23974,23974,1.66,62.1,58.0,4,4,0,6135
23975,23975,0.34,60.2,58.0,3,3,3,765
23976,23976,0.43,61.8,59.0,3,3,4,943
